0,1,6.9656683,4.091741598,0.248756265,0.322859854,6.525897332,1
30,1,4.091741598,0.248756265,0.322859854,6.525897332,19.50259342,1
60,1,0.248756265,0.322859854,6.525897332,19.50259342,2.662385761,1
90,1,0.322859854,6.525897332,19.50259342,2.662385761,3.778790168,1
120,1,6.525897332,19.50259342,2.662385761,3.778790168,0.296234707,1
150,1,19.50259342,2.662385761,3.778790168,0.296234707,0.313121868,1
180,1,2.662385761,3.778790168,0.296234707,0.313121868,3.249953936,1
210,1,3.778790168,0.296234707,0.313121868,3.249953936,1.429291347,1
240,1,0.296234707,0.313121868,3.249953936,1.429291347,0.545400943,1
270,1,0.313121868,3.249953936,1.429291347,0.545400943,7.830027454,1
300,1,3.249953936,1.429291347,0.545400943,7.830027454,0.562523032,1
330,1,1.429291347,0.545400943,7.830027454,0.562523032,0.555862139,1
360,1,0.545400943,7.830027454,0.562523032,0.555862139,0.613156876,1
390,1,7.830027454,0.562523032,0.555862139,0.613156876,0.599425118,1
420,1,0.562523032,0.555862139,0.613156876,0.599425118,0.559533461,1
450,1,0.555862139,0.613156876,0.599425118,0.559533461,0.277237802,1
480,1,0.613156876,0.599425118,0.559533461,0.277237802,1.111461711,0
510,1,0.599425118,0.559533461,0.277237802,1.111461711,5.964613429,0
540,1,0.559533461,0.277237802,1.111461711,5.964613429,0.297814711,0
570,1,0.277237802,1.111461711,5.964613429,0.297814711,0.350516841,0
600,1,1.111461711,5.964613429,0.297814711,0.350516841,0.318879901,0
630,0,5.964613429,0.297814711,0.350516841,0.318879901,0.291665131,0
660,0,0.297814711,0.350516841,0.318879901,0.291665131,0.331759471,0
690,0,0.350516841,0.318879901,0.291665131,0.331759471,0.298326024,0
720,0,0.318879901,0.291665131,0.331759471,0.298326024,0.293535341,0
750,0,0.291665131,0.331759471,0.298326024,0.293535341,0.282443065,0
780,0,0.331759471,0.298326024,0.293535341,0.282443065,0.423943286,0
810,0,0.298326024,0.293535341,0.282443065,0.423943286,0.291365713,0
840,0,0.293535341,0.282443065,0.423943286,0.291365713,0.291844782,0
870,0,0.282443065,0.423943286,0.291365713,0.291844782,0.31519476,0
900,0,0.423943286,0.291365713,0.291844782,0.31519476,0.314876916,0
930,0,0.291365713,0.291844782,0.31519476,0.314876916,0.295635871,0
960,0,0.291844782,0.31519476,0.314876916,0.295635871,0.279310694,0
990,0,0.31519476,0.314876916,0.295635871,0.279310694,0.285229953,0
1020,0,0.314876916,0.295635871,0.279310694,0.285229953,0.296303803,0
1050,0,0.295635871,0.279310694,0.285229953,0.296303803,0.574287846,0
1080,0,0.279310694,0.285229953,0.296303803,0.574287846,0.600811652,0
1110,0,0.285229953,0.296303803,0.574287846,0.600811652,0.593809884,0
1140,0,0.296303803,0.574287846,0.600811652,0.593809884,0.558833284,0
1170,0,0.574287846,0.600811652,0.593809884,0.558833284,0.871439232,0
1200,0,0.600811652,0.593809884,0.558833284,0.871439232,0.592068654,0
1230,0,0.593809884,0.558833284,0.871439232,0.592068654,0.288735444,0
1260,0,0.558833284,0.871439232,0.592068654,0.288735444,0.551076061,0
1290,0,0.871439232,0.592068654,0.288735444,0.551076061,0.660105579,0
1320,0,0.592068654,0.288735444,0.551076061,0.660105579,0.576968787,0
1350,0,0.288735444,0.551076061,0.660105579,0.576968787,0.285059515,0
