0,-1,awake,5.990059331
30,73,awake,18.93902473
60,73,awake,0.446210753
90,-1,awake,0.318580483
120,-1,awake,0.299445386
150,-1,awake,0.272387235
180,-1,awake,0.890468381
210,-1,awake,0.566415463
240,-1,awake,0.563366008
270,-1,awake,0.322740087
300,-1,awake,0.278615124
330,-1,awake,0.27240566
360,-1,awake,0.26927329
390,-1,awake,14.83957658
420,-1,awake,0.284718639
450,-1,awake,0.273267062
480,-1,awake,0.296377506
510,-1,awake,0.280803177
540,-1,awake,0.272138488
570,-1,light,0.290043669
600,-1,light,0.466267136
630,-1,light,0.274050155
660,-1,light,0.287150833
690,-1,light,0.283009655
720,-1,light,0.275749926
750,-1,light,0.287726636
780,-1,light,3.624682157
810,-1,light,0.274658203
840,-1,light,0.259378685
870,-1,light,1.709481869
900,-1,light,0.30200656
930,-1,light,0.277099609
960,-1,light,0.625755454
990,43,light,0.379629459
1020,43,light,0.264892578
1050,-1,light,0.312850088
1080,-1,light,0.273925781
1110,-1,light,0.268006523
1140,-1,light,0.26260779
1170,-1,light,0.277039726
1200,-1,light,0.268135503
1230,-1,light,0.268665242
1260,-1,light,0.290863613
1290,-1,light,3.414629091
1320,-1,light,4.24160709
1350,42,light,0.259724167
1380,42,light,0.281213149
1410,-1,light,0.279941775
1440,-1,light,0.555682488
1470,-1,light,0.579331884
1500,-1,light,0.577047096
1530,-1,light,0.541784898
1560,-1,light,0.846734965
1590,42,light,0.890855321
1620,42,light,0.295709574
1650,-1,light,0.259420143
1680,-1,light,0.886216649
1710,-1,light,0.266025759
1740,-1,light,0.263538289
1770,-1,deep,0.315153302
1800,-1,deep,0.271032945
1830,-1,deep,0.266094856
1860,-1,deep,0.261990529
1890,-1,deep,0.283336711
1920,-1,deep,0.272907761
1950,-1,deep,0.271659419
1980,-1,deep,0.295285783
2010,-1,deep,0.282383181
2040,-1,deep,4.477364018
2070,42,deep,0.803222656
2100,42,deep,0.289868625
2130,-1,deep,0.273382223
2160,-1,deep,0.260719155
2190,-1,deep,0.267684073
2220,-1,deep,0.563149506
2250,-1,deep,0.533000442
2280,-1,deep,0.852115271
2310,-1,deep,0.845707731
2340,-1,deep,0.283401201
2370,-1,deep,0.529955594
2400,-1,deep,0.630785672
2430,-1,deep,0.265344008
2460,-1,deep,0.264680682
2490,-1,deep,0.315365198
2520,-1,deep,0.270466355
2550,-1,deep,0.266348209
2580,-1,deep,0.293705778
2610,-1,deep,0.274547649
2640,-1,deep,0.277698445
2670,-1,deep,0.261253501
2700,-1,deep,0.273322339
2730,-1,deep,0.272064785
2760,-1,deep,0.264694502
2790,-1,deep,0.286072929
2820,-1,deep,0.290370725
2850,-1,deep,0.276146079
2880,-1,deep,0.258162588
2910,-1,deep,0.264887972
2940,-1,deep,0.56761774
2970,-1,deep,0.271769973
3000,-1,deep,0.57825398
3030,-1,deep,0.569285267
3060,-1,deep,0.535506338
3090,-1,deep,0.849563311
3120,-1,deep,0.846716539
3150,-1,deep,0.303512861
3180,-1,deep,0.258153376
3210,-1,deep,0.876312832
3240,-1,deep,0.263146742
3270,-1,deep,0.269425302
3300,-1,deep,0.315802808
3330,-1,deep,0.270277491
3360,-1,deep,0.266288325
3390,-1,deep,0.261027786
3420,-1,deep,0.281761313
3450,-1,deep,0.270010318
3480,-1,deep,0.265790831
3510,-1,deep,0.291471661
3540,-1,deep,0.282092976
3570,-1,deep,0.272686652
3600,-1,deep,0.280503759
3630,-1,deep,0.287256781
3660,-1,deep,0.27082105
3690,-1,deep,0.25858638
3720,-1,deep,0.260603995
3750,-1,deep,0.269356206
3780,-1,deep,0.823389593
3810,-1,deep,0.847877358
3840,-1,deep,0.840244509
3870,-1,deep,0.282373968
3900,-1,deep,0.259811689
3930,-1,deep,0.89964899
3960,-1,deep,0.262939453
3990,-1,deep,0.262649248
4020,-1,deep,0.314047759
4050,44,deep,0.271931198
4080,44,deep,0.264160156
4110,-1,deep,0.289518536
4140,-1,deep,0.274773364
4170,-1,deep,0.274096219
4200,-1,deep,0.263119104
4230,-1,deep,0.267822266
4260,-1,deep,0.269816848
4290,-1,deep,0.266762787
4320,-1,deep,0.285423423
4350,-1,deep,0.284764704
4380,-1,deep,0.274414063
4410,45,deep,0.258208653
4440,45,deep,0.262810473
4470,-1,deep,0.276588296
4500,-1,deep,0.55237968
4530,-1,deep,0.573320497
4560,-1,deep,0.573477115
4590,-1,deep,0.550366672
4620,-1,deep,0.840857164
4650,45,deep,0.836835753
4680,45,deep,0.560523843
4710,-1,deep,0.260742188
4740,-1,deep,0.625184257
4770,-1,deep,0.267338591
4800,-1,deep,0.269001511
4830,-1,deep,0.31179061
4860,-1,deep,0.27414689
4890,-1,deep,0.269733933
4920,-1,deep,0.261681899
4950,44,deep,0.278730284
4980,44,deep,0.265371647
5010,-1,deep,0.266219229
5040,-1,deep,10.07361991
5070,-1,light,0.413629496
5100,-1,light,0.286413805
5130,-1,light,0.283603884
5160,-1,light,0.281167084
5190,49,light,0.26953125
5220,49,light,0.251971551
5250,-1,light,16.0054494
5280,-1,light,1.513496831
5310,-1,light,0.956294222
5340,-1,light,1.152808999
5370,-1,light,0.926896005
5400,-1,light,0.450407208
5430,-1,light,0.271539652
5460,-1,light,1.27606777
5490,-1,light,0.295239718
5520,-1,light,0.291204489
5550,-1,light,0.664896263
5580,-1,light,0.384318802
5610,-1,light,0.286077535
5640,-1,light,22.80162423
5670,-1,light,5.616473504
5700,-1,light,0.278592092
5730,-1,light,0.255679724
5760,-1,light,0.276864682
5790,-1,light,0.275206368
5820,-1,light,3.412588443
5850,-1,light,0.321795769
5880,-1,light,0.288062905
5910,-1,light,0.272774175
5940,-1,light,0.275662404
5970,-1,light,0.2806051
6000,-1,light,0.445224978
6030,-1,light,15.71111715
6060,-1,light,3.094473209
6090,-1,light,0.667084316
6120,-1,light,0.858112839
6150,-1,light,0.845168779
6180,-1,light,0.299155181
6210,-1,light,0.262769015
6240,-1,light,16.8751428
6270,-1,light,0.319566259
6300,-1,light,0.290554982
6330,-1,light,0.360595703
6360,-1,light,0.311062795
6390,-1,light,0.285036483
6420,-1,light,6.79072542
6450,-1,light,3.780849241
6480,-1,light,5.962245725
6510,-1,light,0.31340286
6540,-1,light,0.309975678
6570,-1,light,0.29066093
6600,-1,light,0.299882997
6630,-1,light,0.304632223
6660,-1,light,0.285455668
6690,-1,light,0.269181162
6720,-1,light,0.279407429
6750,-1,light,0.280706442
6780,-1,light,0.277707658
6810,-1,light,0.294212485
6840,-1,light,0.583099941
6870,-1,light,0.544636277
6900,-1,light,0.842174602
6930,-1,light,0.585868404
6960,-1,light,0.562578309
6990,-1,light,0.53496278
7020,-1,light,0.648649396
7050,-1,light,0.272087817
7080,-1,light,0.275220187
7110,-1,light,0.333325656
7140,-1,light,0.282060731
7170,-1,light,0.276708063
7200,-1,light,0.268785009
7230,-1,light,0.291697376
7260,-1,light,0.278592092
7290,-1,light,0.277044332
7320,-1,light,0.302950877
7350,-1,light,0.291909272
7380,-1,light,0.280010871
7410,47,light,0.287952351
7440,47,light,0.297745615
7470,-1,deep,0.282747089
7500,-1,deep,0.267149727
7530,-1,deep,9.322477521
7560,-1,deep,0.456681162
7590,-1,deep,0.58421009
7620,-1,deep,0.595339217
7650,-1,deep,0.856892136
7680,-1,deep,0.291015625
7710,-1,deep,0.2716456
7740,-1,deep,0.912183078
7770,-1,deep,0.276809404
7800,-1,deep,0.276307304
7830,-1,deep,0.33522811
7860,-1,deep,0.284175081
7890,-1,deep,0.277693838
7920,-1,deep,0.311541863
7950,-1,deep,0.289338886
7980,-1,deep,0.282779334
8010,-1,deep,0.274529223
8040,-1,deep,0.28817346
8070,-1,deep,0.283829599
8100,-1,deep,0.280913731
8130,-1,deep,0.306474794
8160,-1,deep,0.302633034
8190,43,deep,0.286602668
8220,43,deep,0.272520821
8250,-1,deep,0.273368404
8280,-1,deep,0.289044074
8310,-1,deep,0.568792379
8340,-1,deep,0.592768831
8370,-1,deep,0.589567364
8400,-1,deep,0.549012382
8430,-1,deep,0.858241819
8460,-1,deep,0.587651091
8490,-1,deep,0.304079452
8520,-1,deep,0.268969266
8550,-1,deep,0.644429909
8580,-1,deep,0.27632573
8610,-1,deep,0.290361512
8640,-1,deep,0.329419406
8670,-1,deep,0.283806567
8700,-1,deep,0.278744104
8730,-1,deep,0.273529629
8760,-1,deep,0.293392541
8790,-1,deep,0.282198924
8820,-1,deep,0.279614718
8850,-1,deep,0.302430351
8880,-1,deep,0.29501861
8910,-1,deep,0.287422612
8940,-1,deep,0.297561358
