4/13/16 2:45,-1,awake,0.287003427
4/13/16 2:46,76,awake,0.276966023
4/13/16 2:46,76,awake,52.01305001
4/13/16 2:47,76,awake,38.35517394
4/13/16 2:47,76,awake,15.04117685
4/13/16 2:48,59,awake,7.095845924
4/13/16 2:48,59,awake,0.264127911
4/13/16 2:49,-1,awake,10.50460182
4/13/16 2:49,-1,awake,21.23027067
4/13/16 2:50,-1,awake,5.022949219
4/13/16 2:50,-1,awake,0.282309478
4/13/16 2:51,-1,awake,3.42930056
4/13/16 2:51,-1,awake,0.271894347
4/13/16 2:52,-1,awake,0.255753427
4/13/16 2:52,-1,awake,0.264841907
4/13/16 2:53,49,awake,0.26728792
4/13/16 2:53,49,awake,0.263998931
4/13/16 2:54,-1,awake,0.282599683
4/13/16 2:54,-1,awake,0.277481943
4/13/16 2:55,-1,awake,1.395991487
4/13/16 2:55,-1,awake,0.281088775
4/13/16 2:56,-1,awake,0.27382444
4/13/16 2:56,-1,awake,0.268296728
4/13/16 2:57,-1,awake,0.540835974
4/13/16 2:57,-1,awake,0.660603073
4/13/16 2:58,50,awake,0.264560915
4/13/16 2:58,50,awake,0.260521079
4/13/16 2:59,-1,awake,0.567433483
4/13/16 2:59,-1,awake,3.492597472
4/13/16 3:00,-1,awake,2.636704931
4/13/16 3:00,-1,awake,0.52624742
4/13/16 3:01,-1,light,0.535810363
4/13/16 3:01,-1,light,0.553499042
4/13/16 3:02,-1,light,0.686832068
4/13/16 3:02,-1,light,0.611111623
4/13/16 3:03,-1,light,0.260309183
4/13/16 3:03,-1,light,0.258950287
4/13/16 3:04,-1,light,0.300371278
4/13/16 3:04,-1,light,0.267306346
4/13/16 3:05,48,light,0.257692733
4/13/16 3:05,48,light,0.254634065
4/13/16 3:06,-1,light,7.071362765
4/13/16 3:06,-1,light,11.11349775
4/13/16 3:07,-1,light,0.277914947
4/13/16 3:07,-1,light,0.299689527
4/13/16 3:08,-1,light,0.300228479
4/13/16 3:08,-1,light,0.286842202
4/13/16 3:09,-1,light,0.265353221
4/13/16 3:09,-1,light,0.654642357
4/13/16 3:10,-1,light,0.947744693
4/13/16 3:10,-1,light,0.274925376
4/13/16 3:11,-1,light,0.583261166
4/13/16 3:11,-1,light,0.575927734
4/13/16 3:12,-1,light,0.544885024
4/13/16 3:12,-1,light,0.851097251
4/13/16 3:13,-1,light,0.844127727
4/13/16 3:13,-1,light,0.299007776
4/13/16 3:14,-1,light,0.264385871
4/13/16 3:14,-1,light,0.912215323
4/13/16 3:15,-1,light,0.332487286
4/13/16 3:15,-1,light,0.273423681
4/13/16 3:16,-1,light,0.324660967
4/13/16 3:16,-1,light,0.277624742
4/13/16 3:17,-1,light,0.271852889
4/13/16 3:17,-1,light,0.266652233
4/13/16 3:18,-1,light,0.288878243
4/13/16 3:18,-1,light,0.276703457
4/13/16 3:19,-1,light,0.275155697
