0,1,4.299413141
30,1,2.215267541
60,1,14.00990382
90,1,1.197145858
120,1,9.650966428
150,1,0.283304466
180,1,0.272239829
210,1,0.399916163
240,1,0.282373968
270,1,0.272424086
300,1,0.27208321
330,1,0.28008918
360,1,0.270392652
390,1,0.255735001
420,1,0.264339807
450,1,2.908857238
480,1,0.333003206
510,1,4.739801371
540,1,0.282295659
570,1,0.267186579
600,1,0.25442217
630,1,0.262078051
660,1,0.266679872
690,1,0.264381265
720,1,0.276717276
750,1,0.273488171
780,1,0.265090654
810,1,0.27305056
840,1,0.276394826
870,1,0.264763598
900,1,0.253247531
930,1,9.571293669
960,1,2.175808889
990,1,0.27965157
1020,1,0.292056677
1050,1,0.280342534
1080,1,0.270848688
1110,1,0.256914247
1140,1,0.265684884
1170,1,0.268250663
1200,1,0.264533277
1230,1,7.02305056
1260,1,0.288818359
1290,1,2.919396742
1320,1,0.289343492
1350,1,0.279112618
1380,1,3.983637972
1410,1,0.772755749
1440,1,6.055802255
1470,1,0.281438864
1500,1,0.857619951
1530,1,0.520940817
1560,1,0.519738539
1590,1,0.260825103
1620,1,2.381264741
1650,1,5.315977852
1680,1,2.416913878
1710,1,1.608122052
1740,1,1.227506818
1770,1,0.400501179
1800,1,0.264560915
1830,1,0.253371904
1860,1,0.282327904
1890,1,0.262902602
1920,1,0.259834721
1950,1,0.285510945
1980,1,0.27004717
2010,1,0.265164357
2040,1,0.252657908
2070,1,0.265095261
2100,1,2.519360812
2130,1,0.651855469
2160,1,0.583450029
2190,1,0.568967423
2220,1,0.903794774
2250,1,17.58268536
2280,1,1.122922501
2310,1,0.290057488
2340,1,0.270751953
2370,1,0.283391989
2400,1,0.567258439
2430,1,0.56269347
2460,1,0.642062205
2490,1,0.278076172
2520,1,0.274575287
2550,1,0.273856685
2580,1,0.300504864
2610,1,3.171819723
2640,1,3.616639335
2670,1,0.321671396
2700,1,0.302987728
2730,1,0.288316259
2760,1,0.307829083
2790,1,0.306110886
2820,1,0.294848172
2850,1,0.278062353
2880,1,0.284285635
2910,1,0.288836785
2940,1,19.56599167
2970,1,9.601442733
3000,1,2.011345629
3030,1,0.270950029
3060,1,0.523792195
3090,1,0.874645305
3120,1,0.284032282
3150,1,0.539260576
3180,1,0.607412662
3210,1,0.266716723
3240,1,0.255108527
3270,1,0.293802513
3300,1,0.270503206
3330,1,0.262755196
3360,1,0.257784861
3390,1,0.276777159
3420,1,0.268186173
3450,1,0.258977926
3480,1,0.281226968
3510,1,0.277910341
3540,1,0.278085385
3570,1,0.256255528
3600,1,0.261470003
3630,1,4.227695681
3660,1,0.277624742
3690,0,0.572095187
3720,0,0.563826651
3750,0,0.535630712
3780,0,0.891223835
3810,0,0.263114497
3840,0,0.257467018
3870,0,0.252929688
3900,0,0.285317475
3930,0,0.260396705
3960,0,0.259047022
3990,0,0.29348467
4020,0,0.273976452
4050,0,0.261594376
4080,0,0.256495062
4110,0,0.265063016
4140,0,0.269812242
4170,0,0.263556714
4200,0,0.272023327
4230,0,0.277417453
4260,0,0.263063827
4290,0,0.271009913
4320,0,0.563421285
4350,0,0.261230469
4380,0,0.252224904
4410,0,0.261207437
4440,0,0.535239166
4470,0,0.550808889
4500,0,0.627270968
4530,0,0.262653855
4560,0,0.260889593
4590,0,0.254984154
4620,0,0.277039726
4650,0,0.257840139
4680,0,0.256882002
4710,0,0.29169277
4740,0,0.267205004
4770,0,0.272295106
4800,0,0.285884065
4830,0,0.278283461
4860,0,0.265652639
4890,0,0.25409972
4920,0,0.260327609
4950,0,0.268591539
4980,0,0.261106095
5010,0,0.279471919
5040,0,0.281931751
5070,0,0.559593345
5100,0,0.566756338
5130,0,0.563895747
5160,0,0.53150796
5190,0,0.547404739
5220,0,0.543733417
5250,0,0.276431677
5280,0,0.883190227
5310,0,0.261843124
5340,0,0.256425966
5370,0,0.254845961
5400,0,0.282659567
5430,0,0.258038215
5460,0,0.262382075
5490,0,1.136216649
5520,1,10.62693009
5550,1,0.323343529
5580,1,0.287113981
5610,1,0.279407429
5640,1,0.264068028
5670,1,0.277804393
5700,1,0.391942438
5730,1,0.272092423
5760,1,0.272631375
5790,1,0.273916568
5820,1,0.557248673
5850,1,0.250713996
5880,1,0.257093897
5910,1,0.52593879
5940,1,0.256370688
5970,1,0.827153044
6000,1,0.8221044
6030,1,0.554061026
6060,1,0.61174731
6090,1,0.259747199
6120,1,0.719081663
6150,1,0.25448666
6180,1,5.237558041
6210,1,0.261101489
6240,0,0.259309589
6270,0,0.295603626
6300,0,0.274087006
6330,0,0.2649801
6360,0,0.257692733
6390,0,0.264491819
6420,0,0.268375037
6450,0,0.262745983
6480,0,0.272631375
6510,0,0.281913325
6540,0,0.553305572
6570,0,0.568746315
6600,0,0.570865271
6630,0,0.262870357
6660,0,0.254864387
6690,0,0.256250921
6720,0,0.529494951
6750,0,0.554222251
6780,0,0.62430443
6810,0,0.263519863
6840,0,0.262248489
6870,0,0.256301592
6900,0,0.28446068
6930,0,0.259530697
6960,0,0.256366082
6990,0,0.294074292
7020,0,0.267527454
7050,0,0.265919811
7080,0,0.282982017
7110,0,0.275289284
7140,0,0.263211232
7170,0,0.255366487
7200,0,0.260949477
7230,0,0.26883568
7260,0,0.264150943
7290,0,0.277546433
7320,0,0.570082179
7350,0,0.263662662
7380,0,0.253952314
7410,0,0.255343455
7440,0,0.531885687
7470,0,0.278762529
7500,0,0.893656029
7530,0,0.26036446
7560,0,0.256527307
7590,0,0.301628833
7620,0,0.262008955
7650,0,0.257199845
7680,0,0.255209869
7710,0,0.274524617
7740,0,0.264699108
7770,0,0.265509839
7800,0,0.286450656
7830,0,0.271829857
7860,0,0.268840286
7890,0,0.257540721
7920,0,0.264501032
7950,0,0.268849499
7980,0,0.557050597
8010,0,0.569510982
8040,0,0.277182525
8070,0,0.553724757
8100,0,0.567705262
8130,0,0.832464254
8160,0,0.266389667
8190,0,0.254698555
8220,1,14.41998637
8250,1,3.293862397
8280,1,1.660667563
8310,1,19.92354713
8340,1,0.272930793
8370,1,1.493058115
8400,1,0.253394937
8430,1,0.277873489
8460,1,0.261631228
8490,1,0.260774432
8520,1,0.284414615
8550,1,0.267661041
8580,1,0.259885392
8610,1,0.28125
8640,1,0.276966023
8670,1,11.4874567
8700,1,0.255154592
8730,1,10.89886129
8760,1,0.555502838
