0,1,6.266891767
30,1,14.21987397
60,1,0.579677366
90,1,2.551564343
120,1,8.970827499
150,1,2.295331847
180,1,8.009876179
210,1,0.273704673
240,1,0.267380049
270,1,0.289864018
300,1,0.276703457
330,1,0.268066406
360,1,0.256518094
390,1,0.276496167
420,1,0.273884323
450,1,0.552273732
480,1,0.588802698
510,1,0.571768131
540,1,0.265509839
570,1,0.568939785
600,1,0.566323334
630,1,0.26556051
660,0,0.573970003
690,0,0.568562058
720,0,0.55302458
750,0,0.255255933
780,0,0.897907761
810,0,0.261142947
840,0,0.261299565
870,0,0.30667287
900,0,0.266444944
930,0,0.261543706
960,0,0.294355284
990,0,0.273815227
1020,0,0.266735149
1050,0,0.257614424
1080,0,0.273193359
1110,0,0.265717129
1140,0,0.263966686
1170,0,0.281521779
1200,0,0.278624337
1230,0,0.273336159
1260,0,0.278693433
1290,0,0.283746683
1320,0,0.55731777
1350,0,0.57523677
1380,0,0.569934773
1410,0,0.263777823
1440,0,0.565157908
1470,0,0.566005491
1500,0,0.531406619
1530,0,0.255283572
1560,0,0.260567143
1590,0,0.319907134
1620,0,0.538597251
1650,0,0.621858417
1680,0,0.2721477
1710,0,0.262764409
1740,0,0.299136756
1770,0,0.27272811
1800,0,0.262441959
1830,0,0.295207473
1860,0,0.275187942
1890,0,0.269093639
1920,0,0.2848338
1950,0,0.285722841
1980,0,0.271396853
2010,0,0.257420954
2040,0,0.268923202
2070,0,0.271042158
2100,0,0.554784235
2130,0,0.57299344
2160,0,0.569994657
2190,0,0.53848209
2220,0,0.88626732
2250,0,0.621144421
2280,0,0.566060768
2310,0,0.894669443
2340,0,0.264809662
2370,0,0.258977926
2400,0,0.305249484
2430,0,0.268232238
2460,0,0.261221256
2490,0,0.258033608
2520,0,0.274801002
2550,0,0.273994878
2580,0,0.264197008
2610,0,22.23892154
2640,0,17.25720445
2670,0,0.306410304
2700,0,0.30744675
2730,0,0.317088001
2760,1,0.302176997
2790,1,0.307419111
2820,1,0.59983509
2850,1,0.291144605
2880,1,0.599738355
2910,1,0.87006191
2940,1,0.303922833
2970,1,0.286551997
3000,1,0.293885429
3030,1,0.33939232
3060,1,0.564273474
3090,1,0.656273032
3120,1,0.287542379
3150,1,0.284483712
3180,1,0.324762308
3210,1,0.292402159
3240,1,0.289329673
3270,1,0.278997457
3300,1,0.298542527
3330,1,0.293088517
3360,1,0.286542784
3390,1,0.306714328
3420,1,0.306576135
3450,1,0.622636903
3480,1,0.568110628
3510,1,0.569639962
3540,1,0.290578014
3570,1,0.55002119
3600,1,0.868762898
3630,1,0.597725346
3660,1,0.607173128
3690,1,0.918447818
3720,1,0.579161446
3750,1,0.571634545
3780,1,0.275611733
3810,1,0.324688606
3840,1,0.284175081
3870,1,0.290780697
3900,1,0.361784161
3930,1,0.302024985
3960,0,0.297128353
3990,0,0.275749926
4020,0,0.299804688
4050,0,0.32562371
4080,0,0.317447302
4110,0,0.302540905
4140,0,0.310666642
4170,0,0.290513524
4200,0,0.306691296
4230,0,0.600627395
4260,0,0.30699532
4290,0,0.278458505
4320,0,0.564757149
4350,0,0.287634508
4380,0,0.470560326
4410,0,0.936035156
4440,0,0.286307857
4470,0,0.284221145
4500,0,0.276749521
4530,0,0.33261166
4560,0,0.286220335
4590,0,3.899745725
4620,0,17.09972914
4650,0,0.52061376
4680,0,0.310698887
4710,0,0.335384729
4740,0,0.355173939
4770,0,0.295400943
4800,0,0.275220187
4830,0,23.08259784
4860,1,4.950858638
4890,1,23.466456
4920,1,0.294548754
4950,1,0.580041274
4980,1,0.26632057
5010,1,0.249493293
5040,1,5.023865898
5070,1,0.555613392
5100,1,0.27600328
5130,1,0.900980248
5160,1,0.257485444
5190,1,0.25698795
5220,1,0.300435768
5250,1,0.260562537
5280,1,3.049648069
5310,1,0.523142689
5340,1,2.788472877
5370,1,0.270037957
5400,1,0.258250111
5430,1,0.286782319
5460,1,2.434920401
5490,1,15.10890054
5520,1,3.668171433
5550,1,15.08497015
5580,1,5.049251916
5610,1,1.206916089
5640,1,0.994149838
5670,1,0.760005159
5700,1,0.382107717
5730,1,0.699969598
5760,1,0.90368422
5790,1,0.3125
5820,1,0.262078051
5850,1,1.066783977
5880,1,0.279536409
5910,1,16.62785138
5940,1,0.435537662
5970,1,0.332026644
6000,1,0.287146226
6030,1,0.271410672
6060,1,0.589037625
6090,1,0.286436837
6120,1,0.278688827
6150,1,8.697228774
6180,1,29.04514298
6210,1,0.295041642
6240,1,0.312840876
6270,1,0.305452167
6300,1,0.300025796
6330,1,0.272562279
6360,1,0.286519752
6390,1,0.581238945
