0,1,61.51564343,66.70123176,0.41637032,9.646327756,6.191433889,1
30,1,66.70123176,0.41637032,9.646327756,6.191433889,0.514330594,1
60,1,0.41637032,9.646327756,6.191433889,0.514330594,0.308704304,1
90,1,9.646327756,6.191433889,0.514330594,0.308704304,8.533295254,1
120,1,6.191433889,0.514330594,0.308704304,8.533295254,7.488516178,1
150,1,0.514330594,0.308704304,8.533295254,7.488516178,0.384351047,1
180,1,0.308704304,8.533295254,7.488516178,0.384351047,1.367003243,1
210,1,8.533295254,7.488516178,0.384351047,1.367003243,0.401758734,1
240,1,7.488516178,0.384351047,1.367003243,0.401758734,0.257559147,1
270,1,0.384351047,1.367003243,0.401758734,0.257559147,0.694699845,1
300,1,1.367003243,0.401758734,0.257559147,0.694699845,0.285197708,1
330,1,0.401758734,0.257559147,0.694699845,0.285197708,12.13767228,1
360,1,0.257559147,0.694699845,0.285197708,12.13767228,0.381550339,1
390,1,0.694699845,0.285197708,12.13767228,0.381550339,0.321699034,1
420,1,0.285197708,12.13767228,0.381550339,0.321699034,0.588102521,1
450,1,12.13767228,0.381550339,0.321699034,0.588102521,0.266034972,1
480,1,0.381550339,0.321699034,0.588102521,0.266034972,0.302715949,1
510,1,0.321699034,0.588102521,0.266034972,0.302715949,0.286220335,1
540,1,0.588102521,0.266034972,0.302715949,0.286220335,4.65555443,1
570,1,0.266034972,0.302715949,0.286220335,4.65555443,1.12851931,1
600,1,0.302715949,0.286220335,4.65555443,1.12851931,0.277564858,0
630,1,0.286220335,4.65555443,1.12851931,0.277564858,0.276468529,0
660,1,4.65555443,1.12851931,0.277564858,0.276468529,0.322468308,0
690,1,1.12851931,0.277564858,0.276468529,0.322468308,0.278886903,0
720,1,0.277564858,0.276468529,0.322468308,0.278886903,0.278301887,0
750,0,0.276468529,0.322468308,0.278886903,0.278301887,0.269019937,0
780,0,0.322468308,0.278886903,0.278301887,0.269019937,5.446938569,0
810,0,0.278886903,0.278301887,0.269019937,5.446938569,0.293240529,0
840,0,0.278301887,0.269019937,5.446938569,0.293240529,0.291508513,0
870,0,0.269019937,5.446938569,0.293240529,0.291508513,0.312854695,0
900,0,5.446938569,0.293240529,0.291508513,0.312854695,0.306391878,0
930,0,0.293240529,0.291508513,0.312854695,0.306391878,0.2908544,0
960,0,0.291508513,0.312854695,0.306391878,0.2908544,0.29617943,0
990,0,0.312854695,0.306391878,0.2908544,0.29617943,0.312702683,0
1020,0,0.306391878,0.2908544,0.29617943,0.312702683,0.285400391,0
1050,0,0.2908544,0.29617943,0.312702683,0.285400391,0.297533719,0
1080,0,0.29617943,0.312702683,0.285400391,0.297533719,0.293507702,0
1110,0,0.312702683,0.285400391,0.297533719,0.293507702,0.61429927,0
1140,0,0.285400391,0.297533719,0.293507702,0.61429927,0.622982385,0
1170,0,0.297533719,0.293507702,0.61429927,0.622982385,0.588208468,0
1200,0,0.293507702,0.61429927,0.622982385,0.588208468,0.553300966,0
1230,0,0.61429927,0.622982385,0.588208468,0.553300966,0.26614092,0
1260,0,0.622982385,0.588208468,0.553300966,0.26614092,4.439434699,0
1290,0,0.588208468,0.553300966,0.26614092,4.439434699,0.331165242,0
1320,0,0.553300966,0.26614092,4.439434699,0.331165242,0.568152086,0
1350,0,0.26614092,4.439434699,0.331165242,0.568152086,0.635226268,0
1380,0,4.439434699,0.331165242,0.568152086,0.635226268,0.277633955,0
1410,0,0.331165242,0.568152086,0.635226268,0.277633955,0.277979437,0
1440,0,0.568152086,0.635226268,0.277633955,0.277979437,0.312440116,0
1470,0,0.635226268,0.277633955,0.277979437,0.312440116,0.290900464,0
1500,0,0.277633955,0.277979437,0.312440116,0.290900464,0.279642357,0
